label,id
Cass McCombs,1292
Cassandra Wilson,1293
Casseurs Flowters,1294
Cassius,1295
Cast,1296
Cat Caught Lark,1297
Cat Power,1298
Cat Sisters' Swing,1299
Catastrophe,1300
Catatonia,1301
Catching Flies,1302
Cate le Bon,1303
Catherine Anne Davies,1304
Catherine MacLellan,1305
Cathy Davey,1306
Catie Curtis,1307
Cats On Trees,1308
Catz 'n Dogz,1309
Cause & Effect,1310
Cave In,1311
Ceeys,1312
Celebrate The Nun,1313
Celer,1314
Celldweller,1315
Celph Titled,1316
Cemiyette Pişiyorum,1317
Centhron,1318
Cenza,1319
Cesária Evora,1320
Cetu Javu,1321
Cezinando,1322
Chad Lawson,1323
Chad Valley,1324
Chad VanGaalen,1325
Chaim,1326
Chainless,1327
Chairlift,1328
Champagne Drip,1329
Changerz,1330
Channel Tres,1331
Chaos In The CBD,1332
Chapelier Fou,1333
Chapterhouse,1334
Charlelie Couture,1335
Charles Bolt,1336
Charles Bradley,1337
Charles Lloyd,1338
Charles Murdoch,1339
Charles Pasi,1340
CharlestheFirst,1341
Charli XCX,1342
Charlie Beale,1343
Charlie Cunningham,1344
Charlie Haden,1345
Charlie Parr,1346
Charlie Winston,1347
Charlotte Adigéry,1348
Charlotte Day Wilson,1349
Charlotte Gainsbourg,1350
Charlotte Perrelli,1351
Charly Bliss,1352
Chase & Status,1353
Chassol,1354
Chastity Belt,1355
Chaz Bundick Meets The Mattson 2,1356
Chechen,1357
Chee,1358
Chef'Special,1359
Cheikh Lô,1360
Chelsea Wolfe,1361
Chemlab,1362
Cher,1363
Cherry Ghost,1364
Cherry Glazerr,1365
Cheryl Wheeler,1366
Cheveu,1367
Chew Lips,1368
Chiasm,1369
Chick Corea,1370
Chicks On Speed,1371
Chico Serra,1372
Chiens de Paille,1373
Chihei Hatakeyama,1374
Chill Bump,1375
Chilla,1376
Chilly Gonzales,1377
Chiloo,1378
Chimpo,1379
China Crisis,1380
Chinese Man,1381
Chino Moreno,1382
Chjolo,1383
Chloe Martini,1384
Chlorine Free,1385
Chloé,1386
Chløë Black,1387
Choir Boy,1388
Choir Of Young Believers,1389
Chokebore,1390
Choker,1391
Chris & Carla,1392
Chris Abolade,1393
Chris Avantgarde,1394
Chris Brenner,1395
Chris Cohen,1396
Chris Eckman,1397
Chris Forsyth,1398
Chris Holsten,1399
Chris Potter,1400
Chris Pureka,1401
Chris Smither,1402
Chris Thile,1403
Christabelle,1404
Christel Alsos,1405
Christian Cosmos,1406
Christian Death,1407
